alcohol_*C1_electrostatic_charge,alcohol_*C1_exposed_area,alcohol_electronegativity,alcohol_primary,alcohol_secondary,alcohol_tertiary,alcohol_cyclic ,alcohol_4-membered_ring,alcohol_5-membered_ring,alcohol_6-membered_ring,alcohol_7-membered_ring,alcohol_benzylic,alcohol_allylic,alcohol_homobenzylic,alcohol_homoallylic,alcohol_alpha-carbonyl,alcohol_beta_carbonyl,alcohol_hemiacetal,alcohol_alpha amino,base_*N1_exposed_area,sulfonyl_fluoride_*S1_electrostatic_charge,sulfonyl_fluoride_*F1_electrostatic_charge,sulfonyl_fluoride_*O1_electrostatic_charge,yield
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,48
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,74
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,29
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,39
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,39
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,40
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,64
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,30
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,33
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,33
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,32
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,58
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,65
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,80
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,70
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,0
0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,70
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,0
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,1
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,3
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,7
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,91
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,2
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,3
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,7
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,14
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,105
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,2
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,2
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,6
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,12
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,97
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,8
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,5
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,23
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,30
0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,106
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,1
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,1
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,5
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,12
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,40
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,2
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,3
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,6
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,12
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,48
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,2
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,2
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,5
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,11
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,50
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,2
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,2
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,9
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,11
0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,45
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,4
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,6
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,7
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,7
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,8
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,5
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,7
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,9
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,7
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,11
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,1
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,4
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,6
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,6
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,12
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,2
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,3
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,6
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,5
0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,13
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,17
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,35
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,38
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,40
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,23
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,18
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,26
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,39
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,41
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,44
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,1
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,20
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,26
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,38
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,52
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,11
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,24
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,32
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,28
0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,50
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,11
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,12
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,17
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,21
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,23
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,36
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,26
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,36
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,41
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,37
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,83
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,57
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,83
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,83
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,48
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,92
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,77
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,99
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,91
-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,68
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,18
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,17
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,9
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,28
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,29
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,36
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,41
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,38
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,42
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,44
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,79
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,74
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,85
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,84
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,66
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,90
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,85
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,97
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,89
-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,68
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,33
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,8
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,36
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,37
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,33
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,38
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,9
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,38
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,40
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,39
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,45
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,7
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,44
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,49
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,39
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,47
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,5
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,44
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,48
0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,47
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,38
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,30
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,43
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,46
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,47
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,59
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,41
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,58
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,55
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,55
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,62
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,37
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,59
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,59
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,52
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,66
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,34
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,65
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,60
0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,57
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,28
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,29
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,40
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,38
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,25
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,38
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,34
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,47
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,46
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,18
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,49
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,31
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,57
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,52
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,18
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,41
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,24
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,52
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,42
0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,9
0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.973,-0.21,-0.439,23
